$CUREVAM.1000,"Error -- 1000 called"
30C00Y00.1006,"Le vampire à ___mondung_ a apparemment décidé qu'il était temps de partir.
<--->
Je suppose que ce vampire avait toujours besoin de sang, après tout. Il avait une raison pour partir."
30C00Y00.1007,"Ca m'est égal que ce vampire ait réussi à maitriser sa soif de sang : je suis content qu'il soit mort.
<--->
Les étoiles de Namira brillaient fort, la nuit dernière. Toujours affamée, jamais satisfaite."
30C00Y00.1008,"Error: Quest 30c00y00.q tried to display text"
30C00Y00.1008,"
"
30C00Y00.1009,"Error: Quest 30c00y00.q tried to display text"
30C00Y00.1009,"
"
30C00Y00.1011,"_qgfriend_ est ce =qgfriend_ à __qgfriend_, je crois. Oui, au %di d'ici.
<--->
_qgfriend_ est le nom du =qgfriend_ à __qgfriend_. Cherchez vers le %di."
30C00Y00.1012,"_qgfriend_ est un Gourmand au service de Namira, le Prince Daedra de la Faim.
<--->
_qgfriend_ est le nom d'un des Gourmands au service de Namira."
30C00Y00.1013,"La souffrance infligée à celui qui porte l'Anneau est retournée contre l'attaquant."
30C00Y00.1020,"%qdt:
 Le Prince Daedra Namira m'a promis
 _artifact_, si je tue le vampire
 =monster_ pour elle, avant =1stparton_ jours.
 Son contact _qgfriend_ ne m'attendra pas
 davantage, à __qgfriend_ de
 ___qgfriend_, donc je ne dois pas être
 en retard. Le vampire est sensé vivre
 à ___mondung_.
"
30C00Y00.1030,"=monster_ est mort. La faim de Namira
 est assouvie, il est temps de satisfaire vos propres
 désirs en allant faire votre rapport à _qgfriend_.
<--->
"
40C00Y00.1000,"Vous désirez, %pcn, le pouvoir.
Avec lui vous pouvez tirer les ficelles
dans l'ombre et avoir de l'espoir.
Si je vous apporte cet espoir, que
m'offririez-vous en échange ? Détruiriez-
vous celui qui me cause des ennuis ?
"
40C00Y00.1001,"C'est ce que je pensais, aucun coeur.
Nous ne pouvons donc conclure aucun
pacte, vous et moi et, déçue, je m'en retourne
en mon palais glace. Les âmes qui y sont
ne sont pas plus aimables que celles d'ici,
mais là-bas, elles sont fidèles.
"
40C00Y00.1002,"Vous voudriez bien ? Vous voudriez être mon
anesthésie ? Vous iriez dans le repaire de _monster_
=monster_ à ___mondung_ pour le massacrer ?
Ah, %pcf, pour cela je vous donnerai
mon _artifact_ que j'ai confié
à mon serviteur _qgfriend_.
Après que le =monster_ sera mort,
allez à ___qgfriend_ et rencontrez mon
esclave à __qgfriend_. Vous le
reconnaîtrez facilement : un =qgfriend_.
Là-bas, vous recevrez le _artifact_.
Et maintenant, je dois retourner dans mon froid
palais d'Oblivion. J'attendrai de vos nouvelles.
"
40C00Y00.1003,"Non. Vous devez chercher
un autre =qgfriend_.
Mon nom n'est pas _qgfriend_.
"
40C00Y00.1004,"Ainsi c'est vous %pcn,
pas vrai ? Je suis _qgfriend_.
Je dois dire, je me demandais quelle sorte
de %ra il avait choisi pour se glisser dans
la forteresse de _monster_, assassiner le
maître des lieux et en sortir vivant.
Très impressionnant. Nocturnal est tout
autant intriguée par vous, d'où ce cadeau :
_artifact_.
Soyez prudent avec, %pcf.
"
40C00Y00.1005,"=monster_ est un sournois, %g attire la suspicion sur la Guilde des Mages toute entière.
<--->
Je ne peux avoir confiance en personne à la Guilde des Mages, sachant que =monster_ en est membre.
<--->
Les Mages déclarent que =monster_ se cache de la colère d'Oblivion à ___fakedung_.
<--->
Les Mages se rassemblent pour fouiller ___fakedung_ pour retrouver cette crapule de =monster_.
<--->
J'ai vu une troupe de mages se dirigeant droit vers ___fakedung_.
<--->
J'ai entendu dire que ce traitre de =monster_ se cache maintenant à ___fakedung_.
"
40C00Y00.1006,"Je savais bien que =monster_ devait avoir des problèmes, sinon pourquoi serait-%g parti aussi rapidement ?
<--->
La Guilde des Mages doit avoir décidé que =monster_ faisait du tort à son image.
"
40C00Y00.1007,"Bon, je ne peux pas dire que j'ai été surpris au sujet de =monster_; son passé l'a rattrapé.
<--->
Je ne pense même pas que l'Archimage ait été attristé d'apprendre la mort de =monster_.
"
40C00Y00.1008,"Error: Quest 40c00y00.q tried to display text
"
40C00Y00.1008," 
"
40C00Y00.1009,"Error: Quest 40c00y00.q tried to display text
"
40C00Y00.1009," 
"
40C00Y00.1011,"_qgfriend_ est un habitué de __qgfriend_, juste au %di d'ici.
<--->
_qgfriend_ est un =qgfriend_ qui traine vers __qgfriend_. C'est vers le %di.
"
40C00Y00.1012,"_qgfriend_ est un agent de Nocturnal, opérant à __qgfriend_, au %di d'ici.
<--->
_qgfriend_ est un des serviteurs de Nocturnal, la Dame Daedra de la Nuit.
"
40C00Y00.1013,"Nocturnal est la mystérieuse Dame de la Nuit, une des Régentes Deadra.
<--->
Nocturnal est une Régente d'Oblivion, dont la sphère est l'obscurité et le mystère.
"
40C00Y00.1014,"Ce _artifact_ peut ouvrir n'importe quelle serrure.
"
40C00Y00.1015,"Les Mages déclarent que =monster_ se cache de la colère d'Oblivion à ___fakedung_.
<--->
Les Mages se rassemblent pour fouiller ___fakedung_ afin de retrouver cette crapule de =monster_.
<--->
J'ai vu une troupe de mages se dirigeant droit vers ___fakedung_.
<--->
J'ai entendu dire que ce traitre de =monster_ se cache maintenant à ___fakedung_.
"
40C00Y00.1016,"%oth !  =monster_,
l'agent d'Oblivion arrive sur nous !
J'ai déplacé les réactifs qui ont le plus
de valeur vers ___fakedung_ et
j'ai prévu de vous rencontrer là-bas après que
vous vous soyez débrouillé de cet agaçant %ra.
 
N.
"
40C00Y00.1017,"Une voix semble résonner dans
vos oreilles : =monster_
...bien sûr...endroit spécial...
des nouvelles...
"
40C00Y00.1018,"%qdt :
 Quand je suis arrivé à
 ___mondung_
 un écho a mentionné un
 ""endroit spécial"" à l'intérieur.
"
40C00Y00.1019,"%qdt :
 J'ai trouvé un papier de =monster_
 disant qu'%g attendrait à ___fakedung_
 après avoir essayé de me soudoyer.
"
40C00Y00.1020,"%qdt :
 J'ai maintenant conclu un pacte avec Nocturnal,
 un des Princes Deadra d'Oblivion. J'ai accepté
 de tuer _monster_ =monster_ dans sa
 forteresse de ___mondung_ en échange
 d'un artéfact de Nocturnal, le _artifact_.
 Je dois avoir fait mon devoir et avoir rencontré
 son agent _qgfriend_ à
 __qgfriend_ de ___qgfriend_
 dans =1stparton_ jours ou ce sera un échec. Cela
 signifierait certainement quelque chose de pire pour moi
 que simplement ne pas obtenir le _artifact_.
"
40C00Y00.1021,"%qdt :
 =monster_ m'a proposé _bow_ en
 échange de sa vie, et je n'ai pas pu résister.
 %g a dit qu'il est quelque part dans ___bowdung_.
 Puisque j'ai d'ores et déjà trahi Nocturnal,
 je peux tout aussi bien essayer de le trouver.
"
40C00Y00.1022,"%qdt :
 =monster_ m'a proposé le _ring_ en
 échange de sa vie, et je n'ai pas pu résister.
 %g a dit qu'il était quelque part dans ___ringdung_.
 Puisque j'ai d'ores et déjà trahi Nocturnal,
 je peux tout aussi bien essayer de le trouver.
"
40C00Y00.1023,"%qdt:
 =monster_ m'a proposé le _staff_ en
 échange de sa vie, et je n'ai pas pu résister.
 %g a dit qu'il était quelque part dans _staffdung_.
 Puisque j'ai d'ores et déjà trahi Nocturnal,
 je peux tout aussi bien essayer de le trouver.
"
40C00Y00.1030,"Attendez ! Je sais que Nocturnal vous a
envoyé et qu'elle vous a promis _artifact_.
Seulement, si c'est réellement le pouvoir que
vous recherchez, je peux vous faire une bien
meilleure offre : si vous cessez votre attaque,
je vous dirai où trouver le _bow_.
Acceptez-vous ma proposition ?
"
40C00Y00.1031,"Attendez ! Je sais que Nocturnal vous a
envoyé et qu'elle vous a promis _artifact_.
Seulement, si c'est réellement le pouvoir que
vous recherchez, je peux vous faire une bien
meilleure offre : si vous cessez votre attaque,
je vous dirai ou trouver le _ring_.
Acceptez-vous ma proposition ?
"
40C00Y00.1032,"Attendez ! Je sais que Nocturnal vous a
envoyé et qu'elle vous a promis _artifact_.
Seulement, si c'est réellement le pouvoir que
vous recherchez, je peux vous faire une bien
meilleure offre : si vous cessez votre attaque,
je vous dirai ou trouver le _staff_.
Acceptez-vous ma proposition ?
"
40C00Y00.1035,"Vous avez tué =monster_.
Nocturnal sera désormais tranquille.
"
40C00Y00.1040,"Excellent. Je savais que vous aviez
une âme de mercenaire. _bow_
est dissimulé à ___bowdung_.
Il ne vous reste plus qu'à le trouver et
vous deviendrez bien entendu une puissance
avec laquelle il faudra compter.
Maintenant, je vous souhaite une bonne
journée, de peur que vous ne décidiez
de vouloir à la fois _bow_
et _artifact_ en me tuant.
Il ne faut pas faire trop confiance
à un coeur de mercenaire comme le vôtre !
"
40C00Y00.1041,"Excellent. Je savais que vous aviez
une âme de mercenaire. _ring_
est dissimulé à ___ringdung_.
Il ne vous reste plus qu'à le trouver et
vous deviendrez bien entendu une puissance
avec laquelle il faudra compter.
Maintenant, je vous souhaite une bonne
journée, de peur que vous ne décidiez
de vouloir à la fois _ring_
et _artifact_ en me tuant.
Il ne faut pas faire trop confiance
à un coeur de mercenaire comme le vôtre !
"
40C00Y00.1042,"Excellent. Je savais que vous aviez
une âme de mercenaire. _staff_
est dissimulé à ___staffdung_.
Il ne vous reste plus qu'à le trouver et
vous deviendrez bien entendu une puissance
avec laquelle il faudra compter.
Maintenant, je vous souhaite une bonne
journée, de peur que vous ne décidiez
de vouloir à la fois _staff_
et _artifact_ en me tuant.
Il ne faut pas faire trop confiance
à un coeur de mercenaire comme le vôtre !
"
40C00Y00.1045,"Un rire goguenard résonne dans votre esprit,
 
""Vous auriez mieux fait de me faire confiance,
%pcn. Peut-être que cette ombre de pouvoir
peut satisfaire votre faim de puissance pour l'instant,
tandis que vous vous déchainez vainement contre
celui qui le possède réellement. Moi par exemple.
J'espère que la douce Nocturnal ne sera pas
trop déçue par votre traitrise.""
 
Dans vos mains, le _bow_ se réduit en poussière.
"
40C00Y00.1046,"Un rire goguenard résonne dans votre esprit,
 
""Vous auriez mieux fait de me faire confiance,
%pcn. Peut-être que cette ombre de pouvoir
peut satisfaire votre soif de puissance pour l'instant,
tandis que vous vous déchainez vainement contre
celui qui le possède réellement. Moi par exemple.
J'espère que la douce Nocturnal ne sera pas
trop déçue par votre traitrise.""
 
Dans vos mains, le _ring_ se réduit en poussière.
"
40C00Y00.1047,"Un rire goguenard résonne dans votre esprit,
 
""Vous auriez mieux fait de me faire confiance,
%pcn. Peut-être que cette ombre de pouvoir
peut satisfaire votre soif de puissance pour l'instant,
tandis que vous vous déchainez vainement contre
celui qui le possède réellement. Moi par exemple.
J'espère que la douce Nocturnal ne sera pas
trop déçue par votre traitrise.""
 
Dans vos mains, le _staff_ se réduit en poussière.
"
40C00Y00.1050,"Nocturnal a été très impressionnée par
votre audace, %pcn. Elle m'a demandé
de vous tuer rapidement, en récompense
d'une traitrise aussi audacieuse.
<--->
"
50C00Y00.1000,"On n'a jamais réellement trop de pouvoir,
n'est-ce pas, %pcf? Vous ressemblez
énormément à quelqu'un que j'ai connu,
mais c'était à l'époque de votre Première Ere,
donc ça pourrait difficilement être vous,
hein ? Donc, si vous acceptiez, je peux
vous donner un petit bouclier en ma possession,
appelé le Briseur de Sort. Il vous apportera
certainement le pouvoir que vous recherchez,
mais d'abord, il me faut une petite preuve de votre
sérieux. Vous êtes sérieux,
n'est-ce pas?
"
50C00Y00.1001,"Vous avez changé d'avis, hein? Ne vous
sentez pas mal. C'est un signe de maturité que
d'être suffisamment courageux pour dire non.
Simplement, prevenez-moi quand vous
changerez d'avis. Je sais que vous le ferez.
"
50C00Y00.1002,"Excellent. C'est magnifique de voir un
%ra avec des objectifs précis.
C'est si rare de nos jours. Eh bien, il y a
ce _monster_, en réalité un vampire, que
vous hairiez, j'en suis certain. Parfaitement
stupide, peu séduisant et mesquin.
Il doit donc prendre un aller simple vers
où vous savez. Ensuite, après vous
être occupé de ce travail déplaisant,
allez voir mon ami, _qgfriend_,
un charmant =qgfriend_,
qui vous rencontrera à __qgfriend_
à ___qgfriend_.
Maintenant, je ne veux pas vous
brusquer, mais je ne peux pas lui demander
de vous attendre plus de =1stparton_ jours.
Et rien que le trajet pour ___mondung_
pourrait prendre un bon moment, donc vous
ne devriez pas flâner en route.
_qgfriend_ sera ravi de vous montrer le
Briseur de Sort.
Bien, j'ai suffisamment parlé.
Ce fut un plaisir.
"
50C00Y00.1003,"Vous devez chercher un
autre =qgfriend_.
"
50C00Y00.1004,"Vous voilà, %pct.
Je suis _qgfriend_, je crois savoir
que le Maitre voulait que vous me trouviez ?
Le Maitre est très satisfait de votre travail
sur le redoutable _monster_,
si vous me le permettez. Le Maitre
semble vous apprécier énormément. Voici
le bouclier que vous vouliez, le Briseur de Sort.
Les lanceurs de sorts finiront par vous craindre.
J'espère qu'il vous plaît, %pct.
"
50C00Y00.1005,"=monster_ de ___mondung_, parait-il, s'est fait des ennemis puissants, ainsi que des amis.
<--->
J'ai rencontré un =qgfriend_ très sympathique à __qgfriend_. Je me demande pourquoi je ne l'ai pas rencontré avant ?"
50C00Y00.1006,"Le vieux =monster_ est parti vers le nord. Alors j'imagine qu'on sait où la peste va s'abattre.
<--->
J'ai entendu dire que les Daedra eux-mêmes craignent =monster_ et son pouvoir."
50C00Y00.1007,"Il paraît que =monster_ se croyait plus puissant que les daedra eux-mêmes.
<--->
=monster_ a eu sa récompense pour s'être vanté de son pouvoir sur la vie et la mort."
50C00Y00.1008,"Error: Quest 50c00y00.q tried to display text"
50C00Y00.1008,"
"
50C00Y00.1009,"Error: Quest 50c00y00.q tried to display text"
50C00Y00.1009,"
"
50C00Y00.1011,"On dit que _qgfriend_ est un très agréable et charmant =qgfriend_, ainsi qu'un adorateur de daedra.
<--->
La rumeur dit que _qgfriend_ est l'esclave de Peryite à %reg."
50C00Y00.1012,"Peryite est le Prince Daedra de la Pestilence et de la Peste.
<--->
Peryite est le plus aimable des Princes Daedra avec la plus mauvaise réputation."
50C00Y00.1013,"Le Briseur de Sort est la protection ultime contre les sorts.
<--->
Briseur de Sort peut briser les sorts ou même renvoyer des sorts à celui qui les a lancés."
50C00Y00.1014,"Vous avez tué =monster_.
La vengeance de Peryite est accomplie.
"
50C00Y00.1015,"%qdt:
 Le Prince Daedra Peryite veut que
 j'aille à ___mondung_
 pour tuer un vampire appelé =monster_.
 Ensuite, je devrai rencontrer _qgfriend_
 en un lieu nommé __qgfriend_ à
 ___qgfriend_ pour réclamer le célèbre
 bouclier Briseur de Sort. J'ai =1stparton_
 jours pour tout ce voyage.
<--->
"
60C00Y00.1000,"Eh bien. Je parie que vous ne m'attendiez pas !
Mes non-frères et non-soeurs sont parfois
un peu lents, alors je les devance. Tant pis
pour vous. Vous allez devoir traiter
avec moi. Soyez prompt !
Avant que l'aube ne se lève,
j'ai beaucoup à faire ailleurs. Donc !
Le pouvoir, le %ra meurt d'envie de
se frotter le corps pour apaiser les quatre cents
plaies de la vie mortelle ? Oui, Sheogorath
a du pouvoir, assez de pouvoir pour crever
les yeux de la lune et faire pleuvoir des larmes
de sang sur Tamriel. Pour ce pouvoir,
accepterez-vous d'envoyer à quelqu'un
une invitation à prendre le thé avec moi ?
"
60C00Y00.1001,"Ah, rejeté par un sordide %ra
avec des poux dans les cheveux. Comme
Sheogorath s'est élevé ! Il faudra que je
demande une augmentation de ma rente.
Pouah, %pct.
"
60C00Y00.1002,"Le thé, pour une soirée thé avec moi ! Allez,
allez à un endroit appelé ___mondung_,
où s'est rendu l'objet des désirs, qui
porte des couronnes de mûres.
Attendez... n'invitez pas ce battlemage
à venir prendre le thé avec moi.
Maintenant je me souviens. Il s'appelle
=monster_. Tuez-le à mort, assassinez-le
fatalement, c'est ce que je souhaite.
Puis allez de ___mondung_ jusqu'à
un asile d'aliénés appelé ___contactdung_
pour voir mon =qgfriend_,
_qgfriend_. _artifact_ pour vous,
il aura. Il vous attendra 
=1stparton_ jours puis partira épouser
l'héritier inconnu de Rowanda. Maintenant
je vous souhaite un yapow et gazeenza.
"
